noradId,name,orbit_type,country,owner,users,purpose,launch_date,extra_info
44929,Starlink-1121,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44949,Starlink-1122,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44930,Starlink-1123,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44953,Starlink-1124,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44950,Starlink-1125,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44951,Starlink-1126,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44931,Starlink-1128,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
44932,Starlink-1130,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
45047,Starlink-1131,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45044,Starlink-1132,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45064,Starlink-1133,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45048,Starlink-1134,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45049,Starlink-1135,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45089,Starlink-1136,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45092,Starlink-1137,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45178,Starlink-1138,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45065,Starlink-1139,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45050,Starlink-1140,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45051,Starlink-1141,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45093,Starlink-1142,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45179,Starlink-1143,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
44933,Starlink-1144,LEO,USA,SpaceX,Commercial,Communications,1/7/2020,
45066,Starlink-1145,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45094,Starlink-1146,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45095,Starlink-1147,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45052,Starlink-1148,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45079,Starlink-1149,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45067,Starlink-1150,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45081,Starlink-1151,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45096,Starlink-1152,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45080,Starlink-1153,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45198,Starlink-1154,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45053,Starlink-1155,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45054,Starlink-1156,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45055,Starlink-1157,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45056,Starlink-1158,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45057,Starlink-1159,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45082,Starlink-1160,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45068,Starlink-1161,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45058,Starlink-1162,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45059,Starlink-1165,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45060,Starlink-1166,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45071,Starlink-1167,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45072,Starlink-1168,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45061,Starlink-1169,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45073,Starlink-1170,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45062,Starlink-1171,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45074,Starlink-1172,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45084,Starlink-1173,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45075,Starlink-1174,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45090,Starlink-1176,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45078,Starlink-1177,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45085,Starlink-1179,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45076,Starlink-1180,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45086,Starlink-1181,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45088,Starlink-1183,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45098,Starlink-1184,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45087,Starlink-1185,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45099,Starlink-1186,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45219,Starlink-1187,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45221,Starlink-1189,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45083,Starlink-1190,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45222,Starlink-1191,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45180,Starlink-1192,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45100,Starlink-1193,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45101,Starlink-1194,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45102,Starlink-1195,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45103,Starlink-1196,LEO,USA,SpaceX,Commercial,Communications,1/29/2020,
45199,Starlink-1197,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45201,Starlink-1199,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45181,Starlink-1200,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45182,Starlink-1201,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45183,Starlink-1202,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45202,Starlink-1203,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45184,Starlink-1205,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45204,Starlink-1206,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45380,Starlink-1207,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45205,Starlink-1208,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45206,Starlink-1209,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45207,Starlink-1210,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45208,Starlink-1211,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45223,Starlink-1212,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45400,Starlink-1213,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45225,Starlink-1215,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45185,Starlink-1216,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45226,Starlink-1217,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45210,Starlink-1219,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45227,Starlink-1221,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45228,Starlink-1222,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45186,Starlink-1224,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45187,Starlink-1225,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45229,Starlink-1226,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45230,Starlink-1227,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45188,Starlink-1228,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45189,Starlink-1230,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45212,Starlink-1231,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45213,Starlink-1232,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45214,Starlink-1233,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45190,Starlink-1234,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45232,Starlink-1235,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45191,Starlink-1236,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45192,Starlink-1237,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45233,Starlink-1238,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45193,Starlink-1239,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45194,Starlink-1240,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45195,Starlink-1241,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45234,Starlink-1243,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45196,Starlink-1244,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45215,Starlink-1245,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45235,Starlink-1246,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45236,Starlink-1247,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45399,Starlink-1255,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45401,Starlink-1256,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45402,Starlink-1257,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45381,Starlink-1258,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45403,Starlink-1259,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45404,Starlink-1260,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45571,Starlink-1261,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45366,Starlink-1262,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45405,Starlink-1263,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45382,Starlink-1264,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45406,Starlink-1265,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45383,Starlink-1266,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45384,Starlink-1267,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45197,Starlink-1269,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45237,Starlink-1270,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45217,Starlink-1271,LEO,USA,SpaceX,Commercial,Communications,2/17/2020,
45386,Starlink-1272,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45367,Starlink-1273,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45387,Starlink-1274,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45407,Starlink-1275,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45368,Starlink-1276,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45369,Starlink-1277,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45408,Starlink-1278,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45360,Starlink-1279,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45388,Starlink-1280,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45370,Starlink-1281,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45409,Starlink-1282,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45389,Starlink-1283,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45390,Starlink-1284,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45417,Starlink-1286,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45371,Starlink-1287,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45372,Starlink-1288,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45391,Starlink-1289,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45392,Starlink-1290,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45393,Starlink-1291,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45394,Starlink-1292,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45411,Starlink-1293,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45551,Starlink-1294,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45373,Starlink-1295,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45412,Starlink-1296,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45395,Starlink-1297,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45413,Starlink-1298,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45418,Starlink-1299,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45374,Starlink-1300,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45361,Starlink-1301,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45375,Starlink-1302,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45396,Starlink-1303,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45376,Starlink-1304,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45377,Starlink-1305,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45362,Starlink-1306,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45397,Starlink-1307,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45419,Starlink-1308,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45414,Starlink-1309,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45378,Starlink-1310,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45398,Starlink-1312,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45364,Starlink-1313,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45415,Starlink-1316,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45365,Starlink-1317,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45416,Starlink-1318,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45379,Starlink-1319,LEO,USA,SpaceX,Commercial,Communications,3/18/2020,
45572,Starlink-1320,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45573,Starlink-1321,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45553,Starlink-1323,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45574,Starlink-1324,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45554,Starlink-1325,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45575,Starlink-1326,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45555,Starlink-1327,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45576,Starlink-1328,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45531,Starlink-1329,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45577,Starlink-1330,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45578,Starlink-1331,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45579,Starlink-1332,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45580,Starlink-1333,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45556,Starlink-1334,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45581,Starlink-1335,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45557,Starlink-1336,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45582,Starlink-1337,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45532,Starlink-1338,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45583,Starlink-1340,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45534,Starlink-1341,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45558,Starlink-1342,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45584,Starlink-1343,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45559,Starlink-1344,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45560,Starlink-1346,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45586,Starlink-1347,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45561,Starlink-1348,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45587,Starlink-1349,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45535,Starlink-1350,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45697,Starlink-1351 ,LEO,USA,SpaceX,Commercial,Communications,6/3/2020,
45536,Starlink-1352,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45562,Starlink-1354,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45563,Starlink-1355,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45564,Starlink-1356,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45565,Starlink-1357,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45566,Starlink-1358,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45588,Starlink-1360,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45567,Starlink-1361,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45538,Starlink-1362,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45568,Starlink-1363,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45589,Starlink-1364,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45590,Starlink-1365,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45569,Starlink-1366,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45540,Starlink-1368,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45541,Starlink-1369,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45698,Starlink-1370,LEO,USA,SpaceX,Commercial,Communications,6/3/2020,
45542,Starlink-1371,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45543,Starlink-1372,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45544,Starlink-1373,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45545,Starlink-1374,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45546,Starlink-1375,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45570,Starlink-1376,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45547,Starlink-1377,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45548,Starlink-1378,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45550,Starlink-1390,LEO,USA,SpaceX,Commercial,Communications,4/22/2020,
45750,Starlink-1391 ,LEO,USA,SpaceX,Commercial,Communications,6/13/2020,
45677,Starlink-1392,LEO,USA,SpaceX,Commercial,Communications,6/3/2020,
45678,Starlink-1393,LEO,USA,SpaceX,Commercial,Communications,6/3/2020,
45679,Starlink-1394 ,LEO,USA,SpaceX,Commercial,Communications,6/3/2020,
45680,Starlink-1395,LEO,USA,SpaceX,Commercial,Communications,6/3/2020,
45681,Starlink-1396,LEO,USA,SpaceX,Commercial,Communications,6/3/2020,
45682,Starlink-1397,LEO,USA,SpaceX,Commercial,Communications,6/3/2020,
